Illness;Link;Symptoms
Warning signs and symptoms of heart disease;https://medlineplus.gov/ency/patientinstructions/000775.htm;Chest painis discomfort or pain that you feel along the front of your body, betweenÂ (and including) your neck and upper abdomen. There are many causes of chest pain that have nothing to do with your heart.But chest pain is still the most common symptom of poor blood flow to the heart or a heart attack. This type of chest pain is calledangina.Chest pain can occur when the heart is not getting enough blood or oxygen. The amount and type of pain can vary from person to person. The intensity of the pain does not always relate to how severe the heart problem is.Some people may feel a crushing pain, while others feel only mild discomfort.Your chest may feel heavy or like someone is squeezing your chest or heart. You may also feel a sharp, burning pain in your chest.You may feel the pain under your breastbone (sternum, so the pain is called substernal) or in your neck, arms, stomach, jaw, or upper back.Chest pain from angina often occurs with activity or emotion, and goes away with rest or a medicine called nitroglycerin.Bad indigestion can also cause chest pain.Women, older adults, and people with diabetes may have little or no chest pain. Some people have symptoms other than chest pain, such as:FatigueShortness of breathGeneral weaknessChange in skin color or greyish pallor (episodes of change in skin color associated with weakness)Other symptoms of a heart attack can include:Extreme anxietyFainting or loss of consciousnessLightheadedness or dizzinessNausea or vomitingPalpitations (feeling like your heart is beating too fast, too strongly, or irregularly)Shortness of breathSweating, which may be very heavy
Wart remover poisoning;https://medlineplus.gov/ency/article/002593.htm;Ingredients in wart remover medicines that can be poisonous are found in many products, such as:Clear AwayClear Away PlantarCompound WDuoFilmDuoFilm patchDuoPlant for FeetFreezoneGordofilmHydrisalicKeralytWart-Off FreezeMediplastMoscoOcclusalOcclusal-HPOff-Ezy Wart RemoverSalactic FilmTrans-Ver-SalWart RemoverOther products may also contain salicylates and other acids.
Warts;https://medlineplus.gov/ency/article/000885.htm;Most warts are raised and have a rough surface. They may be round or oval.The spot where the wart is may be lighter or darker than your skin. In rare cases, warts are black.Some warts have smooth or flat surfaces.Some warts may cause pain.Different types of warts include:Common wartsoften appear on the hands, but they can grow anywhere.Flat wartsare generally found on the face and forehead. They are common in children. They are less common in teens, and rare in adults.Genital wartsusually appear on the genitals, in the pubic area, and in the space between the thighs. They can also appear inside the vagina and anal canal.Plantar wartsfound on the soles of the feet. They can be very painful. Having many of them on your feet may cause problems walking or running.Subungual and periungual wartsappear under and around the fingernails or toenails.Mucosal papillomasoccur on mucous membranes, mostly in the mouth or vagina, and are white.
Wasp sting;https://medlineplus.gov/ency/article/002857.htm;Wasps carry this venom. Some people are allergic to the venom and have a serious reaction if they are stung. Most people do not need emergency medical treatment if they are stung.
Water in diet;https://medlineplus.gov/ency/article/002471.htm;You get some of the water in your body through the foods you eat. Some of the water is made during the process ofmetabolism.You also get water through liquid foods and beverages, such as soup, milk, tea, coffee, soda, drinking water, and juices. Alcohol does not add to the body's water because it is a diuretic. It causes the body to release water.
Water safety and drowning;https://medlineplus.gov/ency/patientinstructions/000387.htm;Water safety tips for all ages include:LearnCPR.Never swim alone.Never dive into water unless you know beforehand how deep it is.Know your limits. Do not go into areas of water that you cannot handle.Stay out of strong currents even if you are a strong swimmer.Learn about rip currents and undertows and how to swim out of them.Always wear life preservers when boating, even if you know how to swim.Do not overload your boat. If your boat turns over, stay with the boat until help arrives.Do not drink alcohol or use drugs before or during swimming, boating, or water skiing. Do not drink alcohol or use drugs while supervising children around water.When boating, know local weather conditions and forecasts. Watch for dangerous waves and rip currents.
Watercolor paints - swallowing;https://medlineplus.gov/ency/article/002748.htm;A person would have to eat several tubes of watercolors before symptoms occur.
Waterhouse-Friderichsen syndrome;https://medlineplus.gov/ency/article/000609.htm;Symptoms occur suddenly. They are due to the bacteria growing in large numbers inside the body. Symptoms include:Fever and chillsJoint and muscle painHeadacheVomitingThe infection with bacteria causes bleeding throughout the body, which causes:A rash throughout the bodyDisseminated intravascular coagulationin which small blood clots cut off blood supply to the organsSeptic shockBleeding into the adrenal glands makes the glands unable to produce enough adrenal hormones. This is called adrenal crisis, and it leads to symptoms such as:Dizziness, weaknessVery low blood pressureVery fast heart rateConfusion or coma
Watery eyes;https://medlineplus.gov/ency/article/003036.htm;Treatment depends on the cause of the problem. Therefore, it is important to determine the cause before treating yourself at home.
Wax poisoning;https://medlineplus.gov/ency/article/002815.htm;This ingredient is found in:CrayonsCandlesCanning waxNote:This list may not be all-inclusive.
Ways to burn more calories every day;https://medlineplus.gov/ency/patientinstructions/000894.htm;Stand up.The muscles in your back and legs do extra work when you stand. To burn even more calories, pace back and forth while you talk on the phone. If you have a desk job, see if you can get a standing desk, or rig one up, and spend part of the day standing while you work.Take regular breaks.People who often take breaks from sitting burn more calories than people who sit in one place for hours on end. Just getting up for a quick stretch will break up your sitting time.Walk more.Walk to the bathroom on the other end of the building. Park at the far end of the parking lot. Get off the bus or subway several stops ahead and walk the rest of the way. Always be on the lookout for ways you can add more walking to your life.Stand on one foot.While standing, lift one foot an inch (2.5 centimeters) off the ground, see how long you can hold that position, then change feet. You will work your leg muscles, core muscles, and improve your balance.Put your shoes on standing up.This is another great exercise for balance. See if you can put on your sock, shoe, and tie your shoe without letting your foot touch the ground.Be in a hurry.Walking fast burns more calories than a slow stroll. Make a game out of seeing how quickly you can get to your destination.Take the stairs.If you have to get to the 11th floor, walk up as many flights as you can, then take the elevator the rest of the way. Stair climbing is one of the easiest activities you can do to burn calories without going to a gym.Plan active parties.If you have guests over for a BBQ or dinner party, start the evening with a game of volleyball, badminton, or an active video game. Make social events active by meeting to go bowling, throw darts, or play pool.Wear a tracking device.Wearable activity monitors or smartphone apps can tell you how active you have been on a given day. You might set a daily goal for yourself, or get a friend to join you in a friendly competition. Seeing how adding extra activities add to your daily results can inspire you to do even more.Add music.Listening to music while you walk can make the activity more fun and take your mind off what you are doing. Pick an upbeat tune, and you may up the intensity of walking without realizing it.Watch less TV.Television remains one of the biggest draws for sitting marathons. If you are hooked on a certain show, tune in and then hit the off button as soon as your show ends. You could also try standing up while you watch or doing pushups, crunches, or squats every time a commercial comes on. Only allowing yourself to watch your favorite show at the gym can help motivate you to get in your workouts.Do your shopping in person.When you physically go to a store to shop, you walk to the building, take the stairs, walk the aisles, reach for things, and lift and carry bags. Compare that to the tiny movements involved in online shopping.Do it yourself.Prepackaged foods, snow blowers, riding mowers and other conveniences are all great time-saving inventions. But as things get easier, it gets harder to balance the calories you eat with the energy you use. Cooking from scratch, cutting the grass with a push mower, and shoveling the walk all make you move. And the more you move, the more you burn, and the healthier you will be.
WBC count;https://medlineplus.gov/ency/article/003643.htm;Most of the time, you do not need to take special steps before this test. Tell your health care provider the medicines you are taking, includingÂ the onesÂ without a prescription. Some drugs may change the test results.
Weakness;https://medlineplus.gov/ency/article/003174.htm;Follow the treatment your health care provider recommends to treat the cause of the weakness.
Wearing gloves in the hospital;https://medlineplus.gov/ency/patientinstructions/000452.htm;Gloves help keep your hands clean and lessen your chance of getting germs that can make you sick.Wear gloves every time you touch blood, bodily fluids, bodily tissues, mucous membranes, or broken skin. You should wear gloves for this sort of contact, even if a patient seems healthy and has no signs of any germs.
Webbing of the fingers or toes;https://medlineplus.gov/ency/article/003289.htm;More common causes include:Down syndromeHereditary syndactylyVery rare causes include:Apert syndromeCarpenter syndromeCornelia de Lange syndromePfeiffer syndromeSmith-Lemli-Opitz syndromeUse of the medicine hydantoin (phenytoin) during pregnancy (fetal hydantoin effect)
Weight gain â unintentional;https://medlineplus.gov/ency/article/003084.htm;A healthydiet and exercise programcan help you manage your weight. Talk to your health care provider or a dietitian about how to make a healthy eating plan and set realistic weight goals.Do not stop any medicines that may be causing the weight gain without talking with your provider.
Weight gain after quitting smoking: What to do;https://medlineplus.gov/ency/patientinstructions/000811.htm;There are a couple of reasons why people gain weight when they give up cigarettes. Some have to do with the way nicotine affects your body.The nicotine in cigarettes speeds up your metabolism. Nicotine increases the amount of calories your body uses at rest by about 7% to 15%. Without cigarettes, your body may burn food more slowly.Cigarettes reduce appetite. When you quit smoking, you may feel hungrier.Smoking is a habit. After you quit, you may crave high-calorie foods to replace cigarettes.
Weight loss - unintentional;https://medlineplus.gov/ency/article/003107.htm;Your health care provider may suggest changes in your diet and an exercise program depending on the cause of your weight loss.
Weight loss and alcohol;https://medlineplus.gov/ency/patientinstructions/000889.htm;Drinking on an empty stomach will make you feel tipsy more quickly. This can lead to eating or drinking more than you want to. Having some food before you drink will help your stomach absorb the alcohol more slowly and help you make better choices.Studies show that people tend to make poor food choices when drinking alcohol. To avoid piling on the calories after a drink or two, have some healthy snacks ready to eat when you get home or make plans to have a healthy meal after your drink. Good snack choices include fruit, air-popped popcorn, or hummus and veggies.
Weight-loss medicines;https://medlineplus.gov/ency/patientinstructions/000346.htm;Several weight-loss medicines are available in the United States. About 5 to 10 pounds (lbs) (2 to 4.5 kilograms [kg]) can be lost by taking these medicines. But not everyone loses weight while taking them. Most people also regain the weight after they stop taking the medicines, unless they have made lasting lifestyle changes. These changes include exercising more, cutting unhealthy foods from their diets, and reducing the total amount they eat.You may also see ads forherbal remedies and supplementsthat claim to help you lose weight. Many of these claims are not true. Some of these supplements can have serious side effects.Note for women:Pregnant or nursing women should never take diet medicines. This includes prescription, herbal, and over-the-counter remedies. Over-the-counter refers to medicines, herbs, or supplements you can buy without a prescription.The different weight-loss medicines are described below. Be sure to talk with your provider about which medicine is right for you.ORLISTAT (XENICAL AND ALLI)Orlistat works by slowing the absorption of fat in the intestine by about 30%. It is approved for long-term use.About 6 lbs (3 kg) or up to 6% of body weight can be lost when using this medicine. But not everyone loses weight while taking it. Many people regain most of the weight within 2 years after they stop using it.The most unpleasant side effect of orlistat is oily diarrhea that may leak from the anus. Eating fewer fatty foods can reduce this effect. Despite this side effect, most people tolerate this medicine.Xenical is the brand of orlistat your provider can prescribe for you. You can also buy orlistat without a prescription under the name Alli. These pills are half the strength of Xenical. Orlistat costs about $100 or more a month. Consider whether the cost, side effects, and the small weight loss you can expect are worth it to you.Your body may not absorb important vitamins, minerals, and other nutrients from food while you are using orlistat. You should take a daily multivitamin if you use orlistat.MEDICINES THAT SUPPRESS THE APPETITEThese medicines work in your brain by making you less interested in food.Not everyone loses weight while taking the medicines. Most people regain the weight after they stop taking the medicine unless they have made lasting lifestyle changes. Talk with your provider about how much weight you can expect to lose by taking any of these medicines.These medicines are available only by prescription. They include:Benzphetamine, Phendimetrazine (Bontril, Obezine, Phendiet, Prelu-2)Diethylpropion (Tenuate)Liraglutide (Saxenda)Naltrexone combined with bupropion (Contrave)Phentermine (Adipex-P, Lomaira, Phentercot, Phentride, Pro-Fast)Phentermine combined with topiramate (Qsymia)Semaglutide (Wegovy)Setmelanotide (Imcivree)
Weight-loss surgery and children;https://medlineplus.gov/ency/patientinstructions/000356.htm;Many adults who have weight-loss surgery are able to lose a large amount of weight. This weight loss can have health benefits such as:Better control of diabetesLower cholesterol and blood pressureFewer sleep problemsIn the United States,weight loss operationshave been used with success in teenagers. After any weight-loss surgery, your child will:Have a smaller stomachFeel full or satisfied with less foodNot be able to eat as much as beforeThe most common operation now offered to teens is thevertical sleeve gastrectomy.Adjustable gastric bandingis another type of weight-loss surgery. However, this procedure has largely been replaced by sleeve gastrectomy.All weight loss operations can be performed through 5 to 6 small cuts on the belly. This is known as laparoscopic surgery.
Well-child visits;https://medlineplus.gov/ency/article/001928.htm;No symptoms section found.
Wernicke-Korsakoff syndrome;https://medlineplus.gov/ency/article/000771.htm;Symptoms of Wernicke encephalopathy include:Confusion and loss of mental activity that can progress tocomaand deathLoss of muscle coordination(ataxia) that can cause leg tremorVision changes such asabnormal eye movements(back and forth movements called nystagmus),double vision,eyelid droopingAlcohol withdrawalSymptoms of Korsakoff syndrome include:Inability to form new memoriesLoss of memory, can be severeMaking up stories (confabulation)Seeing or hearing things that are not really there (hallucinations)
West Nile virus infection;https://medlineplus.gov/ency/article/007186.htm;Symptoms may occur 1 to 14 days after becoming infected. Mild disease, generally called West Nile fever, may cause some or all of the following symptoms:Abdominal painFever, headache, and sore throatLack of appetiteMuscle achesNausea, vomiting, and diarrheaRashSwollen lymph nodesThese symptoms usually last for 3 to 6 days, but may last a month.More severe forms of disease are called West Nile encephalitis or West Nile meningitis, depending on what part of the body is affected. The following symptoms can occur, and need prompt attention:Confusionor change in ability to think clearlyLoss of consciousnessor comaMuscle weaknessStiff neckWeakness of one arm or leg
Wet-to-dry dressing changes;https://medlineplus.gov/ency/patientinstructions/000315.htm;Your provider will tell you how often you should change your dressing at home.As the wound heals, you should not need as much gauze or packing gauze.
What causes bone loss?;https://medlineplus.gov/ency/patientinstructions/000506.htm;Your body needs the minerals calcium and phosphate to make and keep healthy bones.During your life, your body continues to both reabsorb old bone and create new bone. Your entire skeleton is replaced about every 10 years, though this process slows as you get older.As long as your body has a good balance of new and old bone, your bones stay healthy and strong.Bone loss occurs when more old bone is reabsorbed than new bone is created.Sometimes bone loss occurs without any known cause. Some bone loss with aging is normal for everyone. Other times, bone loss and low bone density run in families and the condition is inherited. In general, white, older women are the most likely to have bone loss. This increases their risk of breaking a bone.Brittle, fragile bones can be caused by anything that makes your body destroy too much bone, or keeps your body from making enough bone.Weak bones can break easily, even without an obvious injury.Bone mineral density is not the only predictor of how fragile your bones are. Consuming alcohol, smoking, and a sedentary lifestyle all increase the risk of having fragile bones. There are other unknown factors related to bone quality that are as important as bone quantity. Most bone density tests only measure the bone quantity.
What if cancer comes back?;https://medlineplus.gov/ency/patientinstructions/000833.htm;This risk of cancer recurring is different for each person. Your own risk depends on several factors:The type of cancer you hadThestageof cancer you had (if and where it had spread when you were first treated)The grade of your cancer (how abnormal the tumor cells and tissue appear under a microscope)Genetic characteristics of your cancerYour treatmentThe length of time since your treatment. In general, your risk gets lower the more time has passed since you were treatedTo learn more about your own risk, talk with your provider. They may be able to give you some idea of your personal recurrence and any signs to watch for.
What is palliative care?;https://medlineplus.gov/ency/patientinstructions/000536.htm;Any provider can give palliative care. But some providers specialize in it. Palliative care may be given by:A team of doctorsNurses and nurse practitionersPhysician assistantsRegistered dietitiansSocial workersPsychologistsMassage therapistsChaplainsPalliative care may be offered by hospitals, home care agencies, cancer centers, and long-term care facilities. Your provider or hospital can give you the names of palliative care specialists near you.
What to bring to your labor and delivery;https://medlineplus.gov/ency/patientinstructions/000543.htm;The hospital will supply you with a gown, slippers, disposable underwear, and basic toiletries. While it is nice to have your own clothes with you, labor and the first few days postpartum are most often a very messy time, so you may not want to wear your brand-new lingerie. Items you should bring:Nightgown and bathrobeSlippersBra and nursing braBreast padsSocks (several pair)Underwear (several pair)Hair ties (scrunchies)Toiletries: toothbrush, toothpaste, hair brush, lip balm, lotion, and deodorantComfortable and loose fitting clothing to wear home
What to do after exposure to COVID-19;https://medlineplus.gov/ency/patientinstructions/000977.htm;You can spread COVID-19 before you showsymptoms. Some people with the illness never have symptoms, but can still spread the disease. However, there are ways toprotect yourself and othersÂ from getting COVID-19.To help prevent the spread of COVID-19, get an updatedCOVID-19 vaccine. Being vaccinated helps protect you from getting and spreading COVID-19. Being vaccinated can also help protect you from serious illness if you do get the virus.If you do get COVID-19,learn what to do when you are sick.
What to include in your birth plan;https://medlineplus.gov/ency/patientinstructions/000567.htm;"There are lot of things to consider before you make a birth plan. This is a great time to learn about the various practices, procedures, pain relief methods, and other options that are available during childbirth.Your birth plan can be very specific or very open. For example, some women know they want to try to have an unmedicated, or ""natural,"" childbirth, and others know they absolutely do not want to have an unmedicated childbirth.It's important to stay flexible. Keep in mind that some of the things you want may not be possible. So you may want to think about them as your birth preferences, rather than a plan.You may change your mind about certain things when you are actually in labor.Your provider may feel that certain steps are needed for your health or your baby's health, even though they are not what you wanted.Talk to your partner as you make your birth plan. Also talk with your provider about your birth plan. Your provider can guide you in medical decisions about the birth. You may be limited in your choices because:Your health insurance coverage may not cover every wish in your birth plan.The hospital may not be able to provide you with some of the options you may want.Your provider can also talk to you about risks and benefits of some of the options you want for your birth. You may have to fill out forms or releases ahead of time for certain options.Once you've completed your birth plan, be sure to share it with your provider well before your delivery date. Also, leave a copy with the hospital or birthing center where your delivery will occur."
Wheezing;https://medlineplus.gov/ency/article/003070.htm;Causes of wheezing may include any of the following:AsthmaBreathing a foreign object into the airways to the lungsDamage and widening of the large airways in the lungs (bronchiectasis)Swelling and mucus buildup in the smallest air passages in the lungs (bronchiolitis)Swelling and mucus buildup in the main passages that carry air to the lungs (bronchitis)COPD(chronic obstructive pulmonary disease), especially when a respiratory infection is presentAcid reflux diseaseHeart failure (cardiac asthma)Insect sting that causes anallergic reactionCertain medicines (particularly aspirin)Infection of the lungs (pneumonia)SmokingViral infection, especially in infants younger than age 2
When to use the emergency room - adult;https://medlineplus.gov/ency/patientinstructions/000593.htm;When you have a problem, do not wait too long to get medical care. If your problem is not life threatening or risking disability, but you are concerned and you cannot see your provider soon enough, go to an urgent care clinic.The kinds of problems an urgent care clinic can deal with include:Common mild illnesses, such as colds, the flu, earaches, sore throats, migraines, low-grade fevers, and limited rashesMinor injuries, such as sprains, back pain, minor cuts and burns, minor broken bones, or minor eye injuries
When to use the emergency room - child;https://medlineplus.gov/ency/patientinstructions/000594.htm;When your child has a problem, do not wait too long to get medical care. If the problem is not life threatening or risking disability, but you are concerned and you cannot see the provider soon enough, go to an urgent care clinic.The kinds of problems that an urgent care clinic can deal with include:Common illnesses, such as colds, the flu, earaches, sore throats, minor headaches, low-grade fevers, and limited rashesMinor injuries, such as sprains, bruises, minor cuts and burns, minor broken bones, or minor eye injuries
When you are drinking too much - tips for cutting back;https://medlineplus.gov/ency/patientinstructions/000503.htm;Watch your drinking patterns more closely and plan ahead. This can help you cut back on your alcohol use. Keep track of how much you drink and set goals.Track how many drinks you have during the week on a small card in your wallet, on your calendar, or on your phone.Know how much alcohol is in a standard drink -- a 12 ounce (oz), or 360 milliliter (mL) can or bottle of beer, a 5 oz (150 mL) glass of wine, a wine cooler, 1 cocktail, or 1 1/2 oz (45 mL) shot of hard liquor.When you are drinking:Pace yourself. Have no more than 1 alcoholic drink per hour. Sip on water, soda, or juice in between alcoholic drinks.Eat something before drinking and in between drinks.To control how much you drink:Stay away from people or places that influence you to drink when you do not want to drink, or tempt you to drink more than you should.Plan other activities that do not involve drinking for days when you have the urge to drink.Keep alcohol out of your home.Make a plan to handle your urges to drink. Remind yourself of why you do not want to drink, or talk to someone you trust.Create a polite but firm way of refusing a drink when you are offered one.
When you feel like changing your medicine;https://medlineplus.gov/ency/patientinstructions/000616.htm;You often feel better quickly from taking some medicine. You may feel like you do not need to take it anymore.If you stop taking your medicine before you are supposed to, you will not get its full effect, or your condition can get worse. Here are some examples:When you take antibiotics, you will often feel better in 1 to 2 days. If you stop taking the medicine early, you may get sick again.If you are taking a steroid pack for your asthma, you will feel better quickly. You may think you can stop taking it because you feel so good. Suddenly stopping a steroid pack can make you feel very sick.
When you have diarrhea;https://medlineplus.gov/ency/patientinstructions/000121.htm;These things may help you feel better if you have diarrhea:Drink 8 to 10 glasses of clear fluids every day. Water is best.Drink at least 1 cup (240 milliliters) of liquid every time you have a loose bowel movement.Eat small meals throughout the day, instead of 3 larger meals.Eat some salty foods, such as pretzels, soup, and sports drinks.Eat some high potassium foods, such as bananas, potatoes, and fruit juices.Ask your health care provider if you should take a multivitamin or drink sports drinks to boost your nutrition. Also ask about taking a fiber supplement, such as Metamucil, to add bulk to your stools.Your provider may also recommend a medicine to slow down your diarrhea. Take this medicine as you have been told to take it.
When you have nausea and vomiting;https://medlineplus.gov/ency/patientinstructions/000122.htm;Causes of nausea and vomiting may include any of the following:Stomach or intestinal illnessPregnancy (morning sickness)Medical treatment, such as a cancer treatment or other medicinesEmotions such as severe worry or stressDrugs such as marijuana and opioidsWhen you have nausea you do not want to eat. This can lead to unhealthy weight loss. Vomiting can make youdehydrated(dried out), which can be dangerous. Once you and your provider find the cause of your nausea or vomiting, you may be asked to take medicine, change your diet, or try other things to make you feel better.
When you have urinary incontinence;https://medlineplus.gov/ency/patientinstructions/000138.htm;You may need to take special care of the skin around your urethra. These steps may help.Clean the area around your urethra right after urinating. This will help keep the skin from getting irritated. It will also prevent infection. Ask your health care provider about special skin cleaners for people who have urinary incontinence.Using these products will often not cause irritation or dryness.Most of these do not need to be rinsed off. You can just wipe the area with a cloth.Use warm water and wash gently when bathing. Scrubbing too hard can hurt the skin. After bathing, use a moisturizer and a barrier cream.Barrier creams keep water and urine away from your skin.Some barrier creams contain petroleum jelly, zinc oxide, cocoa butter, kaolin, lanolin, or paraffin.Ask your provider about deodorizing tablets to help with odor.Clean your mattress if it becomes wet.Use a solution of equal parts white vinegar and water.Once the mattress has dried, rub baking soda into the stain, and then vacuum off the baking powder.You can also use water-resistant sheets to keep urine from soaking into your mattress.
When you need to gain more weight during pregnancy;https://medlineplus.gov/ency/patientinstructions/000617.htm;Most women will gain 2 to 4 pounds (1 to 2 kilograms) during the first trimester, and 1 pound (0.5 kilogram) a week for the rest of the pregnancy. Through the entire pregnancy:Overweight women need to gain less (10 to 25 pounds or 4 to 11 kilograms or less, depending on their prepregnancy weight).Underweight women will need to gain more (28 to 40 pounds or 13 to 18 kilograms).You should gain more weight if you are having more than one baby. Women having twins will need to gain 37 to 54 pounds (16.5 to 24.5 kilograms).Some women have a hard time gaining weight during pregnancy. Sometimes, it is because they start a pregnancy underweight, or they have other health issues that keep them from gaining weight. Sometimes, they are not able to keep food down due tonausea and vomiting.Either way, abalanced, nutrient-rich diet, along with moderate exercise, is the basis for a healthy pregnancy. Ask your health care provider how many calories you should eat each day, and how you can gain the right amount of weight.
When you pass your due date;https://medlineplus.gov/ency/patientinstructions/000515.htm;If you have not given birth by 42 weeks, there are greater health risks for you and your baby.The placenta is the link between you and your baby. As you pass your due date, the placenta may not work as well as before. This could lessen the amount of oxygen and nutrients that the baby gets from you. As a result, the baby:May not grow as well as before.May show signs of fetal stress. This means the baby's heart rate does not react normally.May have a harder time during labor.Has a higher chance of stillbirth (being born dead). Stillbirth is not common but begins to increase the most after 42 weeks gestation.Other problems that may occur:If the baby grows too big, it can make it harder for you to deliver vaginally. You may need to have a cesarean birth (C-section).The amount of amniotic fluid (water surrounding the baby) may decrease. When this happens, the umbilical cord may get pinched or pressed. This can also limit the oxygen and nutrients the baby gets from you.Any of these problems can increase the need for a C-section.
When your baby is stillborn;https://medlineplus.gov/ency/patientinstructions/000626.htm;About 1 in 160 pregnancies end in stillbirth. Stillbirth is less common than in the past because of better pregnancy care. Up to one half of the time, the reason for the stillbirth is never known.Some factors that can cause stillbirth are:Birth defectsAbnormal chromosomesInfection in the mother or fetusInjuriesLong-term (chronic) health conditions in the mother (such as diabetes, epilepsy, or high blood pressure)Problems with the placenta that prevent the fetus from getting nourishment (such as placental detachment)Sudden severe blood loss (hemorrhage) in the mother or fetusHeart stoppage (cardiac arrest) in the mother or fetusUmbilical cord problemsWomen at higher risk for stillbirth:Are older than age 35 yearsAre obeseAre carrying multiple babies (twins or more)Are African AmericanHave had a past stillbirthHave high blood pressure or diabetesHave other medical conditions (like lupus)Use street drugs
When your baby or infant has a fever;https://medlineplus.gov/ency/patientinstructions/000319.htm;Fever is an important part of the body's defense against infection. Many older infants develop high fevers with even minor illnesses.Febrile seizuresoccur in some children and can be scary to parents. However, most febrile seizures are over quickly. These seizures do not mean your child has epilepsy, and do not cause any lasting harm.
When your cancer treatment stops working;https://medlineplus.gov/ency/patientinstructions/000851.htm;You can still receive treatment when you have advanced cancer. But the goals will be different. Instead of curing cancer, treatment may help relieve symptoms and control cancer. This can help you be as comfortable as possible for as long as possible. It may also help you live longer.Your treatment choices may include:Chemotherapy (chemo)ImmunotherapyTargeted therapyHormone therapyTalk with your provider about your options and weigh the risks and benefits. Most cancer treatments have side effects that can affect the quality of your life. Some people decide that the side effects are not worth the small benefit from treatment. Other people choose to continue treatment for as long as possible. This is a personal decision you'll need to make together with your provider.
When your child has diarrhea;https://medlineplus.gov/ency/patientinstructions/000693.htm;It is easy for a child with diarrhea to lose too much fluid and become dehydrated. Lost fluids need to be replaced. For most children, drinking the kinds of fluids they normally have should be enough.Some water is OK. But too much water alone, at any age, can be harmful.Other products, such as Pedialyte and Infalyte, may help keep a child well-hydrated. These products can be bought at the supermarket or pharmacy.Popsicles and Jell-O can be good sources of fluids, especially if your child is vomiting. You can slowly get large amounts of fluids into children with these products.You may also give your child watered-down fruit juice or broth.Do not use medicines to slow down your child's diarrhea without talking to a health care provider first. Ask your child's provider if using sports drinks is OK.
When your child's cancer treatment stops working;https://medlineplus.gov/ency/patientinstructions/000852.htm;If treatment is no longer working or you have decided to stop treatment, the focus of care will change from treating cancer to making sure your child is comfortable.Even if there is no hope that the cancer will go away, some treatments can keep tumors from growing and reduce pain. Your child's health care team may talk to you about treatments to prevent unnecessarypain.If you have not done so already, you will need to make some decisions about the end of your child's life. It is incredibly hard to even think about, but taking care of these issues can help you focus on making the best of the rest of your child's life. Things to consider include:What kinds of treatment to use to help your child stay comfortable.Whether or not to have ado not resuscitate order.Where you want your child to spend their final days. Some families are more comfortable in a hospital where a provider is right around the corner. Other families feel better in the comfort of home. Each family has to make the decision that is right for them.How much to involve your child in decisions.
Whipple disease;https://medlineplus.gov/ency/article/000209.htm;Symptoms most often start slowly. Joint pain is the most common early symptom. Symptoms of gastrointestinal (GI) infection often occur several years later. Other symptoms may include:Abdominal painDiarrheaFeverDarkening of skin in light-exposed areas of the bodyJoint painin the ankles, knees, elbows, fingers, or other areasMemory lossMental changesWeight loss
Whipworm infection;https://medlineplus.gov/ency/article/001364.htm;Most people who have whipworm infections don't have symptoms. Symptoms mainly occur in children, and range from mild to severe. A severe infection may cause:BloodydiarrheaIron-deficiency anemiaFecal incontinence(during sleep)Rectal prolapse(the rectum comes out of the anus)
White matter of the brain;https://medlineplus.gov/ency/article/002344.htm;No symptoms section found.
Whiteheads;https://medlineplus.gov/ency/article/003237.htm;No symptoms section found.
Whole breast radiation therapy;https://medlineplus.gov/ency/article/007691.htm;After surgery, cancer cells may remain in the breast tissue or lymph nodes. Radiation can help kill the remaining cancer cells. When radiation is delivered after surgery is performed, it is called adjuvant (additional) treatment.Adding radiation therapy can kill the remaining cancer cells and lower the risk of the cancer growing back.Whole breast radiation therapy may be given for several different cancer types:For ductal carcinoma in situ (DCIS)For stage I or II breast cancer, after lumpectomy or partial mastectomy (breast-conserving surgery)For more advanced breast cancer, sometimes even after full mastectomyÂ to reduce risk of recurrenceFor cancer that has spread to local lymph nodes (in the neck or armpit or chest)For widespread breast cancer, as a palliative treatment to relieve symptoms
Widely spaced teeth;https://medlineplus.gov/ency/article/003063.htm;Ask your dentist if braces can help if the appearance bothers you. Some dental restorations like crowns, veneers, bridges, or implants may help improve the appearance and function of teeth.
Williams syndrome;https://medlineplus.gov/ency/article/001116.htm;Symptoms of Williams syndrome are:Feeding problems, including colic,reflux, and vomitingInward bend of the small fingerSunken chestHeart disease or blood vessel problemsDevelopmental delay, mild to moderate intellectual disability, learning disordersDelayed speech that may later turn into strong speaking ability and strong learning by hearingEasily distracted,attention deficit hyperactivity disorder(ADHD)Personality traits including being very friendly, trusting strangers, fearing loud sounds or physical contact, and being interested in musicShort height, compared to the rest of the person's biologic relativesThe face and mouth of someone with Williams syndrome may show:Aflattened nasal bridgewith small, upturned noseLong ridges in the skin that run from the nose to the upper lipProminent lips with an open mouthSkin that covers the inner corner of the eyePartially missing teeth, defective tooth enamel, or small, widely spaced teeth
Wilms tumor;https://medlineplus.gov/ency/article/001575.htm;Symptoms may include any of the following:Abdominal painAbnormal urine colorConstipationFeverGeneral discomfort or uneasiness (malaise)High blood pressureIncreased growth on only one side of the bodyLoss of appetiteNausea and vomitingSwelling in the abdomen (abdominal hernia or mass)Sweating (at night)Blood in urine (hematuria)
